client_id;client_country;join_date;segment
MO5217-EURO;IT;2017-06-27;Ret-E
MO7212-EURO;IT;2019-09-04;Ret-E
MO8698-EURO;IT;2021-01-25;Ret-E
MOF25-EURO;ES;2018-03-02;Ret-E
MOF36-EURO;IT;2018-03-10;Ret-E
MOF4-EURO;IT;2003-05-08;Ret-E
MOG34-EURO;IT;2020-12-11;Ret-N
MP12138-EURO;IT;2006-04-13;Ret-E
MP14466-EURO;IT;2007-04-22;Ret-E
MP16894-EURO;IT;2008-04-05;Ret-E
MP16948-EURO;IT;2008-04-12;Ret-E
MP170-EURO;IT;2000-05-08;Ret-E
MP19533-EURO;IT;2009-07-04;Ret-E
MP19577-EURO;IT;2009-07-16;Ret-E
MP19589-EURO;IT;2009-07-21;Ret-E
MP19608-EURO;IT;2009-07-29;Ret-E
MP1964-EURO;IT;2002-05-09;Ret-E
MP24461-EURO;IT;2011-05-19;Ret-E
MP24474-EURO;IT;2011-05-24;Ret-E
MP24504-EURO;IT;2011-05-27;Ret-E
MP26700-EURO;IT;2012-04-04;Res
MN9908-EURO;IT;2018-04-17;Ret-E
MN9923-EURO;IT;2018-04-23;Ret-E
MO10721-EURO;IT;2023-06-19;Ret-N
MO10736-EURO;IT;2023-06-22;Ret-E
MO2856-EURO;IT;2012-02-20;Ret-E
MO2918-EURO;IT;2012-06-29;Ret-E
MO529-EURO;IT;2004-05-17;Ret-E
MO5315-EURO;IT;2017-08-17;Ret-E
MO5351-EURO;IT;2017-08-27;Ret-E
MO7280-EURO;IT;2019-10-01;Ret-E
MO7305-EURO;IT;2019-10-16;Ret-E
MO8838-EURO;IT;2021-03-19;Ret-E
MO8912-EURO;IT;2021-04-19;Ret-E
MOH1-EURO;IT;2020-03-26;Ret-E
MOI8-EURO;IT;2018-06-21;Ret-E
MP14578-EURO;IT;2007-05-10;Ret-E
MP14649-EURO;IT;2007-05-18;Ret-E
MP17151-EURO;IT;2008-05-06;Ret-E
MP24598-EURO;IT;2011-06-13;Ret-E
MP24621-EURO;IT;2011-06-16;Ret-E
MP27-EURO;IT;2000-02-11;Ret-E
MP27024-EURO;IT;2012-05-10;Ret-E
MP27040-EURO;IT;2012-05-16;Ret-E
MO3010-EURO;IT;2012-11-17;Ret-E
MO3074-EURO;IT;2013-02-08;Ret-E
MO5479-EURO;IT;2017-11-03;Ret-E
MO5504-EURO;IT;2017-11-07;Ret-E
MOM40-EURO;IT;2019-08-28;Ret-E
MP14809-EURO;IT;2007-06-14;Res
MP17193-EURO;IT;2008-05-14;Ret-E
MP17291-EURO;IT;2008-06-04;Ret-E
MP19887-EURO;IT;2009-09-11;Ret-E
MP19906-EURO;IT;2009-09-14;Ret-E
MP19948-EURO;IT;2009-09-21;Ret-E
MP19967-EURO;IT;2009-09-23;Ret-E
MP24751-EURO;IT;2011-07-11;Ret-E
MP27138-EURO;IT;2012-05-24;Ret-E
MNAK1-EURO;IT;2017-05-30;Ret-E
MO3138-EURO;IT;2013-05-23;Ret-E
MO3149-EURO;IT;2013-06-03;Ret-E
MO3168-EURO;IT;2013-06-21;Ret-E
MO5550-EURO;IT;2017-11-27;Ret-E
MO7526-EURO;IT;2019-12-29;Ret-E
MO7549-EURO;IT;2020-01-11;Ret-E
MOP18-EURO;IT;2021-06-22;Ret-E
MP1265-EURO;IT;2000-12-21;Ret-E
MP1267-EURO;IT;2000-04-06;Ret-E
MP1495-EURO;IT;2001-02-12;Ret-E
MP14981-EURO;IT;2007-07-10;obp
MN3337-EURO;IT;2009-01-19;Ret-E
MN557-EURO;IT;2003-02-11;Ret-E
MN581-EURO;IT;2003-03-25;Ret-E
MN584-EURO;IT;2003-04-01;Ret-E
MN5924-EURO;IT;2014-11-03;Ret-E
MN8613-EURO;IT;2017-01-30;Ret-E
MN8614-EURO;IT;2017-01-30;Ret-E
MN8639-EURO;IT;2017-02-04;Ret-E
MMC545-EURO;IT;2019-01-25;Ret-E
MMM872-EURO;IT;2020-11-04;Ret-E
MMR144-EURO;IT;2020-02-17;Ret-E
MMU9-EURO;IT;2019-01-08;Ret-E
MMV10-EURO;IT;2008-04-14;Ret-E
MMV108-EURO;IT;2021-08-02;Ret-N
MN11152-EURO;IT;2019-04-12;Ret-E
MN12734-EURO;IT;2020-04-20;Ret-E
MN12751-EURO;IT;2020-04-22;Ret-E
MN14360-EURO;IT;2020-12-30;Ret-N
MN14375-EURO;IT;2021-01-04;Ret-E
MN14393-EURO;IT;2021-01-08;Ret-N
MN16015-EURO;RO;2022-02-25;Ret-E
MN17413-EURO;IT;2023-03-23;Ret-N
MN3403-EURO;IT;2009-03-23;Ret-E
MN3431-EURO;IT;2009-04-15;Ret-E
MN3473-EURO;IT;2009-04-30;Ret-E
MN5942-EURO;IT;2014-11-14;Ret-E
MN6003-EURO;IT;2015-01-14;Ret-E
MN8707-EURO;IT;2017-03-01;Ret-E
MMC578-EURO;IT;2019-05-28;Ret-N
MMC601-EURO;IT;2020-03-23;Ret-E
MMF244-EURO;IT;2020-11-23;Ret-E
MMF277-EURO;IT;2022-01-09;Ret-E
MML128-EURO;IT;2019-06-13;Ret-E
MML173-EURO;IT;2021-04-04;Ret-N
MN11213-EURO;IT;2019-04-24;Ret-E
MN12808-EURO;IT;2020-04-28;Ret-N
MN1283-EURO;IT;2005-04-05;Ret-E
MN16129-EURO;IT;2022-03-29;Ret-E
MN64-EURO;IT;2000-10-24;Ret-E
MN6455-EURO;IT;2015-03-12;Ret-E
MN8812-EURO;IT;2017-04-07;Ret-E
MMC646-EURO;IT;2020-10-07;Ret-E
MMC669-EURO;IT;2020-12-03;Ret-N
MMC670-EURO;IT;2020-12-05;Ret-N
MMV72-EURO;IT;2019-01-15;Ret-E
MMW10-EURO;IT;2021-12-16;Ret-E
MN12926-EURO;IT;2020-05-14;Ret-E
MN12978-EURO;IT;2020-05-22;Ret-E
MN16204-EURO;IT;2022-04-26;Ret-E
MN3840-EURO;IT;2010-01-23;Ret-E
MMC722-EURO;IT;2021-10-12;Ret-E
MMF91-EURO;IT;2011-03-08;Ret-E
MML33-EURO;IT;2007-08-23;Ret-E
MML36-EURO;IT;2008-04-28;Ret-E
MML65-EURO;IT;2014-07-15;Ret-E
MMR72-EURO;IT;2016-03-17;Ret-E
MMR79-EURO;IT;2016-08-08;Ret-E
MMRAM1-EURO;IT;2020-09-17;Ret-E
MMRD3-EURO;IT;2022-05-17;Ret-E
MN13050-EURO;IT;2020-06-06;Ret-E
MN13081-EURO;IT;2020-06-10;Ret-E
MN13110-EURO;IT;2020-06-12;Ret-E
MN14617-EURO;IT;2021-02-23;Ret-N
MN14717-EURO;IT;2021-04-06;Ret-E
MN16206-EURO;IT;2022-04-27;Ret-E
MN3957-EURO;IT;2010-05-16;Ret-E
MMLC1-EURO;IT;2018-01-10;Ret-N
MMZ64-EURO;RO;2022-04-07;Ret-E
MN11519-EURO;IT;2019-07-17;Ret-N
MN13155-EURO;IT;2020-06-19;Ret-E
MN14754-EURO;IT;2021-04-09;Ret-N
MN1779-EURO;IT;2005-11-21;Ret-E
MN7214-EURO;IT;2015-10-13;Ret-E
MMB207-EURO;IT;2013-06-11;Ret-E
MMB230-EURO;IT;2015-02-19;Ret-E
MMG458-EURO;IT;2015-10-19;Ret-E
MMG461-EURO;IT;2016-03-17;Ret-E
MMG467-EURO;IT;2016-04-05;Ret-E
MMM1048-EURO;IT;2021-11-24;Ret-E
MMM1091-EURO;IT;2022-02-16;Ret-N
MMN68-EURO;NULL;2021-09-18;Ret-E
MMS275-EURO;IT;2010-12-21;Ret-E
MMS44-EURO;IT;2005-10-23;Ret-E
MN10073-EURO;IT;2018-06-13;Ret-E
MN10080-EURO;IT;2018-06-17;Ret-E
MN11585-EURO;IT;2019-08-19;Ret-E
MN14853-EURO;IT;2021-04-27;Ret-E
MN14856-EURO;IT;2021-04-28;Ret-E
MN14965-EURO;IT;2021-05-17;Ret-E
MN16436-EURO;IT;2022-07-11;Ret-N
MN422-EURO;IT;2002-06-24;Ret-E
MN425-EURO;IT;2002-07-18;Ret-E
MN7383-EURO;IT;2015-12-13;Ret-E
MMB27-EURO;IT;2004-02-28;Ret-E
MMB273-EURO;IT;2017-03-25;Ret-E
MMB287-EURO;IT;2017-07-17;Ret-E
MMCE1-EURO;IT;2020-05-22;Ret-E
MMG624-EURO;IT;2020-06-08;Ret-E
MMM1108-EURO;IT;2022-03-10;Ret-E
MMM1144-EURO;IT;2022-06-30;Ret-E
MMOC1-EURO;IT;2013-02-01;Ret-E
MMOD1-EURO;IT;2020-10-22;Ret-N
MMP10-EURO;IT;2001-03-05;Ret-E
MMS510-EURO;IT;2016-10-12;Ret-E
MMS610-EURO;IT;2008-07-01;Ret-E
MMS612-EURO;IT;2019-03-01;Ret-N
MN10138-EURO;IT;2018-07-14;Ret-E
MN10154-EURO;IT;2018-07-20;Ret-E
MN10185-EURO;IT;2018-08-03;Ret-E
MN10205-EURO;IT;2018-08-07;Ret-E
MN11634-EURO;IT;2019-09-04;Ret-E
MN11655-EURO;IT;2019-09-07;Ret-E
MN13346-EURO;IT;2020-07-27;Ret-E
MN14992-EURO;IT;2021-05-24;Ret-E
MN14997-EURO;IT;2021-05-25;Ret-N
MN15051-EURO;IT;2021-06-11;Ret-N
MN15061-EURO;IT;2021-06-12;Ret-E
MN16475-EURO;IT;2022-07-21;Ret-N
MN18-EURO;IT;2000-04-02;Ret-E
MN1959-EURO;IT;2006-03-08;Ret-E
MN2101-EURO;IT;2006-07-04;Ret-E
MN4414-EURO;IT;2011-03-03;Ret-E
MN7556-EURO;IT;2016-02-09;Ret-E
MN7569-EURO;IT;2016-02-12;Ret-E
MN7580-EURO;IT;2016-02-16;Ret-E
MN7604-EURO;IT;2016-02-25;Ret-E
MN7645-EURO;IT;2016-03-09;Ret-E
MMB366-EURO;IT;2019-05-28;Ret-N
MMD103-EURO;IT;2019-01-29;Res
MMG683-EURO;IT;2021-02-07;Ret-E
MMG696-EURO;IT;2021-02-18;obp
MMP2081-EURO;IT;2012-12-20;Ret-E
MMP2660-EURO;IT;2016-04-22;Ret-E
MMS633-EURO;IT;2019-10-21;Ret-N
MN10250-EURO;IT;2018-08-31;Ret-E
MN10258-EURO;IT;2018-09-04;Ret-E
MN10295-EURO;IT;2018-09-18;Ret-N
MN11810-EURO;IT;2019-10-03;Ret-E
MN11834-EURO;IT;2019-10-04;Ret-E
MN11856-EURO;IT;2019-10-10;Ret-E
MN11864-EURO;IT;2019-10-11;Ret-N
MN1659-EURO;IT;2005-08-24;Ret-E
MN1966-EURO;IT;2006-03-10;Res
MN4558-EURO;IT;2011-08-29;Ret-E
MN4573-EURO;IT;2011-09-14;Ret-E
MN7722-EURO;IT;2016-04-03;Ret-E
MN7768-EURO;IT;2016-04-24;Ret-E
MMP2767-EURO;IT;2018-02-07;Ret-E
MMS719-EURO;IT;2021-03-30;Ret-E
MN10333-EURO;IT;2018-09-28;Ret-N
MN10409-EURO;IT;2018-10-19;obp
MN10414-EURO;IT;2018-10-20;Ret-N
MN11891-EURO;IT;2019-10-22;Ret-E
MN11944-EURO;IT;2019-11-05;Ret-E
MN15218-EURO;IT;2021-07-28;Ret-E
MN15244-EURO;IT;2021-08-12;Ret-N
MMP3015-EURO;IT;2020-01-13;Ret-E
MN10522-EURO;IT;2018-11-09;Ret-E
MN10527-EURO;IT;2018-11-11;Ret-E
MN11958-EURO;IT;2019-11-07;Ret-N
MN11997-EURO;IT;2019-11-19;Ret-E
MN13668-EURO;IT;2020-09-18;Ret-E
MN13736-EURO;IT;2020-10-01;Ret-E
MN15275-EURO;IT;2021-08-23;Ret-N
MN15320-EURO;IT;2021-09-01;Ret-N
MN15339-EURO;IT;2021-09-07;Ret-N
MN15345-EURO;IT;2021-09-09;Ret-N
MN16749-EURO;IT;2022-10-04;Ret-E
MN219-EURO;IT;2001-10-29;Ret-E
MN2194-EURO;IT;2006-11-24;Ret-E
MN7929-EURO;IT;2016-07-04;Ret-E
MN7969-EURO;IT;2016-07-21;Ret-E
MN7998-EURO;IT;2016-08-01;Ret-E
MMB605-EURO;IT;2023-03-25;Ret-E
MMD9-EURO;IT;2005-11-25;Ret-E
MMP3317-EURO;IT;2021-10-11;Ret-E
MN10552-EURO;IT;2018-11-20;Ret-E
MN10596-EURO;IT;2009-10-28;Ret-E
MN10627-EURO;IT;2018-11-24;Ret-N
MN10657-EURO;IT;2018-12-05;Ret-E
MN12137-EURO;IT;2019-12-27;Ret-N
MN12145-EURO;IT;2019-12-30;Ret-E
MN12154-EURO;IT;2020-01-02;Ret-E
MN13814-EURO;IT;2020-10-13;Ret-E
MN16834-EURO;IT;2022-10-22;Ret-E
MN16859-EURO;IT;2022-11-05;Ret-E
MN2276-EURO;IT;2007-01-31;Ret-E
MN4957-EURO;IT;2012-11-07;Ret-E
MN4979-EURO;IT;2012-11-26;Ret-E
MMDB12-EURO;CH;2017-09-21;Ret-E
MMDF1-EURO;IT;2010-12-10;Ret-E
MN10689-EURO;IT;2018-12-19;Ret-E
MN10699-EURO;IT;2018-12-20;Ret-E
MN1229-EURO;IT;2005-01-14;Ret-E
MN13865-EURO;IT;2020-10-20;Ret-E
MN15474-EURO;IT;2021-10-08;Ret-N
MN16947-EURO;IT;2022-11-20;Ret-N
MN2363-EURO;IT;2007-04-26;Ret-E
MN2378-EURO;IT;2007-05-17;Ret-E
MN2405-EURO;IT;2007-06-05;Ret-E
MN2417-EURO;IT;2007-06-16;Ret-E
MN5053-EURO;IT;2013-01-17;Ret-E
MN5074-EURO;IT;2013-02-04;Res
MN5085-EURO;IT;2013-02-14;Res
MN5111-EURO;IT;2013-03-09;Ret-E
MN5161-EURO;IT;2013-05-06;Res
MN8201-EURO;IT;2016-10-12;Ret-E
MN8206-EURO;IT;2016-10-13;Ret-E
MN8212-EURO;IT;2016-10-14;Ret-E
MN8254-EURO;IT;2016-10-26;Ret-E
MMBC3-EURO;IT;2015-07-30;Ret-E
MMBC6-EURO;IT;2017-10-10;Ret-E
MMDL5-EURO;IT;2022-02-01;Ret-N
MMDM10-EURO;IT;2018-07-10;Ret-E
MMH8-EURO;IT;2016-04-28;Ret-E
MMM316-EURO;IT;2014-06-24;Ret-E
MMT119-EURO;IT;2018-11-02;Ret-E
MN10797-EURO;IT;2019-01-24;Ret-E
MN12372-EURO;IT;2020-02-14;Ret-N
MN12423-EURO;IT;2020-02-28;Ret-E
MN15567-EURO;NULL;2021-11-03;Ret-N
MN17054-EURO;IT;2022-12-15;Ret-N
MN2007-EURO;IT;2006-04-05;Ret-E
NC4185-EURO;IT;2014-05-26;Ret-E
NC4202-EURO;IT;2014-06-24;Ret-E
NC4205-EURO;IT;2014-06-25;Ret-E
NC4238-EURO;IT;2014-08-06;Ret-E
NC66-EURO;IT;2001-04-13;Ret-E
NC6601-EURO;IT;2017-02-08;Ret-E
NC6610-EURO;IT;2017-02-10;Ret-E
NC8205-EURO;IT;2018-06-28;Ret-E
NC8216-EURO;IT;2018-07-05;Ret-E
NB7805-EURO;IT;2019-05-23;Ret-E
NBS32-EURO;IT;2018-10-05;Ret-E
NBS34-EURO;AR;2021-10-29;Ret-E
NC12877-EURO;IT;2021-06-04;Ret-E
NC12882-EURO;IT;2021-06-06;Ret-E
NC14451-EURO;IT;2022-04-15;Res
NC4300-EURO;CH;2014-10-26;Ret-E
NC4318-EURO;IT;2014-11-13;Ret-E
NC6750-EURO;IT;2017-03-15;Ret-E
NC8240-EURO;IT;2018-07-12;Ret-E
NC8319-EURO;IT;2018-08-07;Ret-E
NC8330-EURO;IT;2018-08-09;Ret-N
NB181-EURO;IT;2000-12-15;Ret-E
NB4303-EURO;IT;2014-06-01;Ret-E
NB4321-EURO;IT;2014-07-07;Ret-E
NB6238-EURO;IT;2017-10-03;Ret-E
NB6241-EURO;IT;2017-10-03;Ret-E
NB9201-EURO;IT;2020-08-12;Ret-E
NC10020-EURO;IT;2019-09-11;Ret-E
NC11519-EURO;IT;2020-08-14;Ret-E
NC11540-EURO;IT;2020-08-21;Ret-E
NC12972-EURO;IT;2021-06-28;Ret-E
NC14584-EURO;IT;2022-05-10;Ret-E
NC1790-EURO;IT;2007-09-04;Ret-E
NC4391-EURO;IT;2015-01-09;Ret-E
NC4393-EURO;IT;2015-01-11;Ret-E
NC4418-EURO;IT;2015-02-27;Ret-E
NC4446-EURO;IT;2015-03-19;Ret-E
NC4452-EURO;IT;2015-03-20;Ret-E
NC6855-EURO;IT;2017-04-14;Ret-E
NC6880-EURO;IT;2017-04-18;Ret-E
NC6887-EURO;IT;2017-04-19;Ret-E
NC841-EURO;IT;2005-03-24;Ret-E
NC8415-EURO;IT;2018-09-25;Ret-E
NB4461-EURO;IT;2015-01-23;obp
NB4490-EURO;IT;2015-02-16;Res
NB4517-EURO;IT;2015-02-20;Ret-E
NB4554-EURO;IT;2015-03-19;Ret-E
NB6361-EURO;IT;2017-11-06;Ret-E
NB6386-EURO;IT;2017-11-20;Ret-E
NB6401-EURO;IT;2017-11-28;Ret-E
NB6427-EURO;IT;2017-12-08;Ret-E
NB930-EURO;IT;2005-07-22;Ret-E
NB9300-EURO;IT;2020-09-17;Ret-E
NC10119-EURO;IT;2019-10-07;Ret-E
NC11603-EURO;IT;2020-09-04;Ret-E
NC11684-EURO;IT;2020-09-23;Ret-E
NC13135-EURO;IT;2021-07-26;Ret-E
NC14623-EURO;IT;2022-05-19;Ret-E
NC14662-EURO;IT;2022-05-26;Ret-E
NC2405-EURO;IT;2009-03-21;Ret-E
NC2414-EURO;IT;2009-03-24;Res
NC2497-EURO;IT;2009-06-03;Ret-E
NC4462-EURO;IT;2015-03-30;Ret-E
NC6942-EURO;CH;2017-04-26;Ret-E
NC7042-EURO;CH;2017-05-19;Ret-E
NC8453-EURO;IT;2018-10-11;Ret-E
NC8460-EURO;IT;2018-10-12;Ret-E
NC8475-EURO;IT;2018-10-17;Ret-E
NB4589-EURO;IT;2015-04-29;Ret-E
NB4656-EURO;IT;2015-07-13;Ret-E
NB4663-EURO;IT;2015-07-22;Res
NB6544-EURO;IT;2018-01-29;Ret-E
NC10214-EURO;IT;2019-11-04;Ret-E
NC13204-EURO;IT;2021-08-19;Ret-N
NC13265-EURO;IT;2021-09-06;Ret-E
NC14744-EURO;IT;2022-06-15;Ret-N
NC4636-EURO;IT;2015-07-14;Ret-E
NC7053-EURO;IT;2017-05-25;Ret-E
NC7075-EURO;IT;2017-05-31;Ret-E
NC7093-EURO;IT;2017-06-08;Ret-E
NC8574-EURO;IT;2018-11-20;Ret-E
NC8605-EURO;IT;2018-11-22;Ret-E
NB2265-EURO;IT;2008-11-13;Ret-E
NB4737-EURO;IT;2015-10-14;Ret-E
NB6548-EURO;IT;2018-02-01;Ret-E
NB6596-EURO;IT;2018-02-18;Ret-E
NB6640-EURO;IT;2018-03-06;Ret-E
NB815-EURO;IT;2005-05-03;Ret-E
NB8151-EURO;IT;2019-09-25;Ret-E
NB9445-EURO;IT;2020-10-22;Ret-N
NC11815-EURO;IT;2020-10-15;Ret-E
NC11819-EURO;IT;2020-10-18;Ret-N
NC14816-EURO;IT;2022-07-05;Ret-E
NC14854-EURO;AL;2022-07-11;Ret-N
NC14857-EURO;IT;2022-07-13;Ret-N
NC4720-EURO;IT;2015-09-24;Ret-E
NC4735-EURO;IT;2015-10-08;Ret-E
NC7183-EURO;IT;2017-07-14;Ret-E
NC8638-EURO;IT;2018-11-30;Ret-E
NC8695-EURO;IT;2018-12-18;Ret-N
NB2420-EURO;NULL;2009-04-29;Ret-E
NB2436-EURO;IT;2009-05-07;Ret-E
NB4893-EURO;IT;2016-01-22;Ret-E
NB4941-EURO;IT;2016-01-29;Ret-E
NB4947-EURO;IT;2016-01-30;Ret-E
NB4969-EURO;IT;2016-02-08;Ret-E
NB5000-EURO;GB;2016-02-16;Ret-E
NB6687-EURO;IT;2018-03-27;Ret-E
NB6694-EURO;CH;2018-03-29;Ret-E
NB8201-EURO;IT;2019-10-12;Ret-E
NB8204-EURO;IT;2019-10-13;Ret-N
NC10338-EURO;IT;2019-12-12;Ret-E
NC13492-EURO;IT;2021-10-11;Ret-E
NC14937-EURO;IT;2022-07-30;Ret-N
NC16583-EURO;IT;2023-06-05;Ret-N
NC4831-EURO;IT;2015-11-15;Ret-E
NC7263-EURO;IT;2017-09-07;Ret-E
NC7279-EURO;IT;2017-09-13;Ret-E
NC7312-EURO;IT;2017-10-02;Ret-E
NC8752-EURO;IT;2019-01-09;Ret-E
NB2598-EURO;IT;2009-11-19;Res
NB2616-EURO;IT;2009-12-11;Ret-E
NB2638-EURO;IT;2010-01-16;Ret-E
NB2639-EURO;IT;2010-01-19;Ret-E
NB5032-EURO;IT;2016-02-23;Ret-E
NB6748-EURO;IT;2018-04-18;Ret-N
NB8278-EURO;IT;2019-11-12;Ret-E
NB8296-EURO;IT;2019-11-20;Ret-N
NB8305-EURO;IT;2019-11-22;Ret-E
NB8319-EURO;IT;2019-11-25;Ret-E
NB8325-EURO;IT;2019-11-26;Ret-E
NB9563-EURO;IT;2020-11-13;Ret-E
NB9588-EURO;IT;2020-11-20;Ret-N
NC10513-EURO;IT;2020-02-10;Ret-N
NC10531-EURO;IT;2020-02-12;Ret-N
NC13551-EURO;IT;2021-10-26;Ret-N
NC13575-EURO;IT;2021-10-29;Ret-E
NC13576-EURO;IT;2021-10-31;Ret-E
NC13631-EURO;IT;2021-11-11;Ret-N
NC1500-EURO;IT;2006-12-02;Ret-E
NC15022-EURO;IT;2022-08-21;Ret-E
NC3064-EURO;IT;2010-12-14;Ret-E
NC3142-EURO;IT;2011-01-25;Ret-E
NC4983-EURO;IT;2016-01-13;Ret-E
NC5073-EURO;IT;2016-02-08;Ret-E
NC7383-EURO;IT;2017-10-17;Ret-E
NC8816-EURO;IT;2019-01-19;Ret-E
NC8836-EURO;IT;2019-01-23;Ret-E
NC8839-EURO;IT;2019-01-24;Ret-E
NC8857-EURO;IT;2019-01-30;Ret-N
NB2706-EURO;NULL;2010-04-06;Ret-E
NB5236-EURO;IT;2016-07-08;Ret-E
NB6871-EURO;IT;2018-06-04;Ret-E
NB6916-EURO;IT;2018-06-19;Ret-E
NB8402-EURO;IT;2020-01-02;Ret-E
NB9617-EURO;IT;2008-01-10;obp
NC10567-EURO;IT;2020-02-20;Ret-N
NC10573-EURO;IT;2020-02-21;Ret-E
NC10637-EURO;IT;2020-02-28;Ret-E
NC13680-EURO;IT;2021-11-24;Ret-E
NC137-EURO;IT;2000-09-18;Ret-E
NC151-EURO;IT;1998-12-01;Ret-E
NC15125-EURO;IT;2022-09-08;Ret-E
NC1690-EURO;IT;2007-05-15;Ret-E
NC3244-EURO;IT;2011-05-04;Ret-E
NC5156-EURO;IT;2016-03-10;Ret-E
NC5173-EURO;IT;2016-03-26;Ret-E
NC5192-EURO;IT;2016-03-31;Ret-E
NO725-EURO;IT;2019-03-03;Ret-E
NO768-EURO;IT;2019-05-13;Ret-N
NM11423-EURO;IT;2022-01-16;Ret-N
NM12758-EURO;CH;2022-12-13;Ret-N
NM12795-EURO;IT;2022-12-17;Ret-N
NM1586-EURO;IT;2006-11-02;Ret-E
NM159-EURO;IT;2001-07-04;Ret-E
NM3306-EURO;IT;2011-11-02;Ret-E
NM5248-EURO;IT;2016-10-27;Ret-E
NM5251-EURO;IT;2016-10-27;Ret-E
NM6814-EURO;IT;2018-06-13;Ret-E
NM6818-EURO;IT;2018-06-14;Ret-N
NM9599-EURO;IT;2020-09-09;Ret-E
NM9653-EURO;IT;2020-09-25;Ret-N
NN16390-EURO;IT;2016-01-22;Ret-E
NN19389-EURO;IT;2021-07-31;Ret-E
NN19422-EURO;IT;2021-09-24;Ret-E
NO1147-EURO;IT;2021-03-30;Ret-E
NO1164-EURO;IT;2021-06-07;Ret-E
NM3393-EURO;IT;2012-01-17;Ret-E
NM3403-EURO;IT;2012-02-02;Ret-E
NM3463-EURO;IT;2012-04-10;Ret-E
NM5295-EURO;IT;2016-11-24;Ret-E
NM5364-EURO;IT;2016-12-29;Ret-E
NM6862-EURO;IT;2018-06-29;Ret-N
NM6913-EURO;IT;2018-07-26;Ret-E
NM6931-EURO;IT;2018-07-26;Ret-E
NM8260-EURO;IT;2019-09-13;Ret-E
NM8310-EURO;IT;2019-09-27;Ret-E
NM9670-EURO;IT;2020-09-30;Ret-E
NMLF1-EURO;IT;2019-01-31;Ret-N
NMLF2-EURO;IT;2019-10-17;Ret-E
NMM100-EURO;IT;2022-10-06;Ret-E
NN16518-EURO;IT;2016-10-14;Ret-E
NN16523-EURO;GB;2016-10-20;Ret-E
NN16531-EURO;IT;2016-10-26;Ret-E
NN16554-EURO;IT;2016-10-27;Ret-E
NN19475-EURO;IT;2021-11-23;Ret-E
NN19481-EURO;IT;2021-11-28;Ret-E
NN19488-EURO;IT;2021-12-03;Ret-E
NO1168-EURO;IT;2021-06-28;Ret-N
NM12989-EURO;IT;2023-01-26;Ret-N
NM1459-EURO;IT;2006-06-28;Ret-E
NM5421-EURO;IT;2017-01-31;Ret-E
NM6952-EURO;IT;2018-08-06;Ret-N
NM6972-EURO;IT;2018-08-15;Ret-E
NM6979-EURO;IT;2018-08-20;Ret-N
NM7004-EURO;IT;2018-09-05;Ret-E
NM8392-EURO;IT;2019-10-10;Ret-E
NM8444-EURO;IT;2019-10-25;Ret-E
NM9760-EURO;NULL;2020-10-19;Ret-E
NM9802-EURO;IT;2020-10-22;Ret-N
NMM45-EURO;IT;2017-07-15;Ret-E
NMM58-EURO;IT;2018-10-08;Ret-E
NMM76-EURO;IT;2020-05-04;Ret-N
NO1319-EURO;IT;2022-06-08;Ret-N
NOB9-EURO;IT;2016-03-24;Ret-E
NOG2-EURO;IT;2020-12-03;Ret-N
NM11649-EURO;IT;2022-03-04;Ret-E
NM3666-EURO;IT;2013-02-01;Ret-E
NM5483-EURO;IT;2017-02-13;Ret-E
NM7018-EURO;IT;2018-09-14;Ret-E
NM7031-EURO;IT;2018-09-20;Ret-E
NM709-EURO;IT;2004-07-22;Ret-E
NM8542-EURO;IT;2019-11-13;Ret-N
NM8558-EURO;IT;2019-11-13;Ret-E
NM8563-EURO;IT;2019-11-14;Ret-E
NN19680-EURO;IT;2022-09-01;Ret-N
NM10189-EURO;IT;2021-01-28;Ret-N
NM10194-EURO;IT;2021-01-31;Ret-E
NM1631-EURO;IT;2007-01-24;Ret-E
NM3785-EURO;IT;2013-06-07;Ret-E
NM383-EURO;IT;2003-02-25;Ret-E
NM5646-EURO;IT;2017-04-01;Ret-E
NM5675-EURO;IT;2017-04-21;Ret-E
NM7142-EURO;IT;2018-10-26;Ret-E
NM7143-EURO;IT;2018-10-27;Ret-N
NM7163-EURO;IT;2018-11-02;Ret-E
NM7166-EURO;IT;2018-11-02;Ret-E
NM8645-EURO;IT;2019-12-20;Ret-E
NM10327-EURO;IT;2021-02-24;Ret-N
NM3901-EURO;IT;2013-11-30;Ret-E
NM3912-EURO;IT;2013-12-18;Ret-E
NM3989-EURO;IT;2014-04-18;Ret-E
NM4030-EURO;IT;2014-06-30;Ret-E
NM5728-EURO;IT;2017-05-08;Ret-E
NM5749-EURO;IT;2017-05-15;Ret-E
NM5794-EURO;IT;2017-06-06;Ret-E
NM7217-EURO;IT;2018-11-19;Ret-E
NM7243-EURO;IT;2008-10-12;Ret-E
NM7248-EURO;IT;2009-08-17;Ret-E
NM8703-EURO;IT;2020-01-13;Ret-E
NM8711-EURO;IT;2020-01-16;Ret-E
NM8795-EURO;IT;2020-02-06;Ret-E
NMR134-EURO;IT;2021-03-26;Ret-E
NN19777-EURO;IT;2022-10-27;Ret-E
NM11826-EURO;IT;2022-04-26;Ret-E
NM5805-EURO;IT;2017-06-09;Ret-E
NM5847-EURO;IT;2017-06-27;Ret-E
NM5870-EURO;IT;2017-07-04;Ret-E
