product_id;product_code;product_desc;product_subgroup_desc;product_group_desc;product_subcat_desc;product_cat_desc
94787;assprem_bulkreg;Registrazione domini in bulk;Domain Names;Domainnames;Domain Names;Domains
99441;chgbest;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
100042;deds2_dellsf26;Dell PowerEdge T130;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
100043;deds2_dellsf7;Dell PowerEdge R440;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
100044;deds2up_c_xe3_1220v6;Intel® Xeon® CPU E3-1220 v6 @ 3.0GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
100045;deds2up_c_xe_sil4114;Intel® Xeon®  SIlver CPU 4114 @ 2.2Ghz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
100046;deds2up_raid_h730p;PERC H730P Raid Adapter;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
102003;deds2_dellsf32;deds2_dellsf32;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
114628;sslcert_inst_ov;sslcert_inst_ov;SSL certificates;SSL certificates;SSL certificates;Hosting
69281;dompet;Domain;Domain Names;Domainnames;Domain Names;Domains
73721;regeco;Domain;Domain Names;Domainnames;Domain Names;Domains
84581;repgpt;repgpt;Domain Names;Domainnames;Domain Names;Domains
140021;sslcert_inst_ov_s2;SSL Certificate InstantSSL OV 2 SAN;SSL certificates;SSL certificates;SSL certificates;Hosting
140022;sslcert_inst_ov_san;SSL Certificate InstantSSL OV UUC;SSL certificates;SSL certificates;SSL certificates;Hosting
54581;domspace;Domain;Domain Names;Domainnames;Domain Names;Domains
54641;deds2up_raid_Irste;Onboard Intel(R) RSTe Raid;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
58701;domsucks;Domain;Domain Names;Domainnames;Domain Names;Domains
59681;regvip;Domain;Domain Names;Domainnames;Domain Names;Domains
869;domcojp;Domain;Domain Names;Domainnames;Domain Names;Domains
870;domcoke;Domain;Domain Names;Domainnames;Domain Names;Domains
871;domcokr;Domain;Domain Names;Domainnames;Domain Names;Domains
880;domcoma;Domain;Domain Names;Domainnames;Domain Names;Domains
884;domcouk;Domain;Domain Names;Domainnames;Domain Names;Domains
885;domcoza;Domain;Domain Names;Domainnames;Domain Names;Domains
886;dominfo;Domain;Domain Names;Domainnames;Domain Names;Domains
887;domjobs;Domain;Domain Names;Domainnames;Domain Names;Domains
890;dommobi;Domain;Domain Names;Domainnames;Domain Names;Domains
891;domname;Domain;Domain Names;Domainnames;Domain Names;Domains
371;domkr;Domain;Domain Names;Domainnames;Domain Names;Domains
372;domkw;Domain;Domain Names;Domainnames;Domain Names;Domains
374;domkz;Domain;Domain Names;Domainnames;Domain Names;Domains
375;domla;Domain;Domain Names;Domainnames;Domain Names;Domains
376;domlb;Domain;Domain Names;Domainnames;Domain Names;Domains
378;domli;Domain;Domain Names;Domainnames;Domain Names;Domains
379;domlk;Domain;Domain Names;Domainnames;Domain Names;Domains
382;domlt;Domain;Domain Names;Domainnames;Domain Names;Domains
383;domlu;Domain;Domain Names;Domainnames;Domain Names;Domains
384;domlv;Domain;Domain Names;Domainnames;Domain Names;Domains
385;domly;Domain;Domain Names;Domainnames;Domain Names;Domains
386;domma;Domain;Domain Names;Domainnames;Domain Names;Domains
387;dommc;Domain;Domain Names;Domainnames;Domain Names;Domains
388;dommd;Domain;Domain Names;Domainnames;Domain Names;Domains
389;domme;Domain;Domain Names;Domainnames;Domain Names;Domains
392;dommk;Domain;Domain Names;Domainnames;Domain Names;Domains
395;dommn;Domain;Domain Names;Domainnames;Domain Names;Domains
400;domms;Domain;Domain Names;Domainnames;Domain Names;Domains
401;dommt;Domain;Domain Names;Domainnames;Domain Names;Domains
402;dommu;Domain;Domain Names;Domainnames;Domain Names;Domains
404;dommw;Domain;Domain Names;Domainnames;Domain Names;Domains
405;dommx;Domain;Domain Names;Domainnames;Domain Names;Domains
406;dommy;Domain;Domain Names;Domainnames;Domain Names;Domains
1498;chgownbiz;Change Ownership;Domain services;Domain services;Domain Names;Domains
1500;chgowncom;Change Ownership;Domain services;Domain services;Domain Names;Domains
1501;chgownnet;Change Ownership;Domain services;Domain services;Domain Names;Domains
1502;chgownorg;Change Ownership;Domain services;Domain services;Domain Names;Domains
1526;domtravel;Domain;Domain Names;Domainnames;Domain Names;Domains
1528;email1000;1000 email addresses;Basic E-mail;Business E-mail;Communication;Applications
1529;email1024;email1024;Basic E-mail;Business E-mail;Communication;Applications
1533;hosting20;Hosting Personal Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
2051;wcreatornd_premium;WebSite Premium;SiteBuilder;SiteBuilder;Other Applications;Applications
9082;dedsup_winweb;Windows Server 2008  Web 64 bit;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
10221;dedsup_hdd1000sata;Hard disk 1000 GB Sata;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
12461;chgowncomtw;Change Ownership;Domain services;Domain services;Domain Names;Domains
14181;hypv_base;Server Hyper-V;Cloud Servers;Managed Cloud Servers;Professional Hosting;Hosting
28121;authsmtp5000;5000 daily sendings;Basic E-mail;Business E-mail;Communication;Applications
28161;email100ox1q2;100 email addresses 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
28181;authsmtp1000;1000 daily sendings;Basic E-mail;Business E-mail;Communication;Applications
28301;dedsup_portspeed1gb;Network port 1GB;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
28322;email5ox1q10;5 email addresses 10GB of space;Basic E-mail;Business E-mail;Communication;Applications
28382;sitelock30;SiteLock PremiumSSL;Backup and security;Backup and security;Professional Hosting;Hosting
28541;o365_sharepoint3;Sharepoint 3 licenze;Office 365;Office 365;Communication;Applications
29087;email100ox1q10;100 email addresses 10GB of space;Basic E-mail;Business E-mail;Communication;Applications
38582;dombuilders;Domain;Domain Names;Domainnames;Domain Names;Domains
38601;regcoach;regcoach;Domain Names;Domainnames;Domain Names;Domains
38643;domgift;Domain;Domain Names;Domainnames;Domain Names;Domains
38644;domzone;Domain;Domain Names;Domainnames;Domain Names;Domains
38941;domholiday;Domain;Domain Names;Domainnames;Domain Names;Domains
38962;domfarm;Domain;Domain Names;Domainnames;Domain Names;Domains
39348;dombio;Domain;Domain Names;Domainnames;Domain Names;Domains
39446;domwatch;domwatch;Domain Names;Domainnames;Domain Names;Domains
39881;regrehab;Domain;Domain Names;Domainnames;Domain Names;Domains
40302;hypv3_base;Cloud VPS;Cloud Servers;Managed Cloud Servers;Professional Hosting;Hosting
40303;hypv3up_band3tb;Bandwidth 3 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
40304;hypv3up_cpu1;1 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
51344;deds2up_raid_h730m;PERC H730 mini Raid Adapter;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51345;deds2up_ram_ddr4_64;64 GB DDR4;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51381;deds2up_raid_c_5;deds2up_raid_c_5;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51382;deds2up_cpanel_unl;deds2up_cpanel_unl;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51383;deds2up_ipv4_1;1 additional IPv4 address;Other add-on services;Other add-on services;Other add-on services;Other
51384;domsoftware;Domain;Domain Names;Domainnames;Domain Names;Domains
51385;hypv3up_win2012cal10;Windows Server 2012 Standard with 10 Client Access Licenses;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
123221;backup_acr_250gb;Acronis Cyber Backup 250GB;Backup and security;Backup and security;Professional Hosting;Hosting
123841;backup_acr_100gb;Acronis Cyber Backup 100GB;Backup and security;Backup and security;Professional Hosting;Hosting
102681;sslcert_truebusev;Certificato SSL True BusinessID con EV;SSL certificates;SSL certificates;SSL certificates;Hosting
52123;regwine;Domain;Domain Names;Domainnames;Domain Names;Domains
60501;domlove;Domain;Domain Names;Domainnames;Domain Names;Domains
65181;asspremium;Premium Support Service;Managed Services;Managed Services;Professional Hosting;Hosting
54241;deds2up_hdd_3s_3000;Hard Disk 3TB 3.5 SATA;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
64341;domdownload;Domain;Domain Names;Domainnames;Domain Names;Domains
64481;deds2up_c_xe5_2640v4;deds2up_c_xe5_2640v4;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
64482;deds2_dellds64;deds2_dellds64;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
86563;deds2_ds430;Lenovo ThinkServer 140;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
94262;duda_shop_30;Simply Shop Premium;Webshop;Webshop;eCommerce;Applications
129301;dmndabigbox125000;casella di posta elettronica alta capacità 25 gb;Basic E-mail;Business E-mail;Communication;Applications
129302;dmndmail100;10 caselle di posta da 10 mb (o 100 mb da distribuire);Basic E-mail;Business E-mail;Communication;Applications
60261;domsite;Domain;Domain Names;Domainnames;Domain Names;Domains
64141;hypv3up_ipv4_1up;hypv3up_ipv4_1up;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
110781;sslcert_pos_dv;SSL Certificate PositiveSSL DV;SSL certificates;SSL certificates;SSL certificates;Hosting
74384;deds2up_raid_h310;PERC H310 Raid Adapter;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
79381;sregro;Domain Express;Domain Names;Domainnames;Domain Names;Domains
79761;efree_addon_custom;Sito Web - Personalizzazione;Consultancy services;Consultancy services;Consultancy services;Other
81061;deds2up_band_15tb;15 TB/month;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
53781;domenergy;Domain;Domain Names;Domainnames;Domain Names;Domains
1856;deds_atomcube;Server Atomcube;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
110001;deds4_rt4;SuperMicro X11SCE;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
110003;deds4up_c_xe_2126;Intel® Xeon®  CPU E-2126G @ 3.30GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
110006;deds4up_raid_intsw;Intel® RST Raid;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
110008;deds4up_ssd_2000;Hard Disk 2TB SSD;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
62982;deds2up_c_xe3_1220v5;Intel® Xeon® CPU E3-1220 v5 @ 3.0GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
915;email10;10 email addresses;Basic E-mail;Business E-mail;Communication;Applications
917;email25;25 email addresses;Basic E-mail;Business E-mail;Communication;Applications
929;regasia;Dominio;Domain Names;Domainnames;Domain Names;Domains
126;chgla;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
140;chgme;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
836;chgcokr;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
839;chgcouk;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
841;chginfo;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
844;chgmobi;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
851;domaero;Transfer of Maintainer;Domain Names;Domainnames;Domain Names;Domains
852;domasia;Domain;Domain Names;Domainnames;Domain Names;Domains
862;domcoat;Domain;Domain Names;Domainnames;Domain Names;Domains
864;domcocr;Domain;Domain Names;Domainnames;Domain Names;Domains
15581;hypvup_band1tb;Bandwidth 1 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15602;hypvup_hdd120gb;Hard disk 120 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15603;hypvup_plesk10;Plesk 10 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15604;hypvup_ram4gb;Ram 4 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15921;tm_clearinghouse;Trademark Clearinghouse;Domain services;Domain services;Domain Names;Domains
15981;hypvup_band3tb;Bandwidth 3 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15982;hypvup_hdd240gb;Hard disk 240 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15983;hypvup_hdd80gb;Hard disk 80 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
15984;hypvup_plesk100;Plesk 100 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
1589;chgownaero;Change Ownership;Domain services;Domain services;Domain Names;Domains
1289;chgownvn;Change Ownership;Domain services;Domain services;Domain Names;Domains
32342;spepack_key_custom;Keyword Adv Custom;Other add-on services;Other add-on services;Other add-on services;Other
33581;hypv2up_band3tb;Bandwidth 3 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33582;hypv2up_band5tb;Bandwidth 5 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33801;spepack_key_starter;Keyword Adv Starter;Other add-on services;Other add-on services;Other add-on services;Other
33808;hypv2up_cpu2;hypv2up_cpu2;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33889;hypv2up_ram8gb;Ram 8 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
34047;hypv2up_hdd240gb;Hard disk 240 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
34048;regrestaurant;Domain;Domain Names;Domainnames;Domain Names;Domains
34281;domsexy;Domain;Domain Names;Domainnames;Domain Names;Domains
34341;domclothing;Domain;Domain Names;Domainnames;Domain Names;Domains
34342;sdomfr;sdomfr;Domain Names;Domainnames;Domain Names;Domains
34449;spepack_seo_custom;SEO Adv Custom;Other add-on services;Other add-on services;Other add-on services;Other
38341;domphoto;Domain;Domain Names;Domainnames;Domain Names;Domains
38501;reglegal;Domain;Domain Names;Domainnames;Domain Names;Domains
38521;o365_bus_prem15;Office Premium 15 licenze;Office 365;Office 365;Communication;Applications
39061;o365_bus_prem10;Office Premium 10 licenze;Office 365;Office 365;Communication;Applications
39341;domagency;Domain;Domain Names;Domainnames;Domain Names;Domains
39342;domfutbol;Domain;Domain Names;Domainnames;Domain Names;Domains
39343;domsocial;Domain;Domain Names;Domainnames;Domain Names;Domains
39345;domcodes;Domain;Domain Names;Domainnames;Domain Names;Domains
39362;hypvvps_base;VPS;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39363;hypvvpsup_band3tb;Traffic 3 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39364;hypvvpsup_band5tb;Traffic 5 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39365;hypvvpsup_cpu1;1 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39366;hypvvpsup_cpu2;2 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39367;hypvvpsup_cpu4;4 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39368;hypvvpsup_hdd20gb;Hard disk 20 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39369;hypvvpsup_hdd40gb;Hard disk 40 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39370;hypvvpsup_hdd80gb;Hard disk 80 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39371;hypvvpsup_ram1gb;Ram 1 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39372;hypvvpsup_ram2gb;Ram 2 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39373;hypvvpsup_ram4gb;Ram 4 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39374;hypvvpsup_windows;Windows OS;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
39482;domcool;domcool;Domain Names;Domainnames;Domain Names;Domains
42181;domcity;Domain;Domain Names;Domainnames;Domain Names;Domains
42381;dompartners;Domain;Domain Names;Domainnames;Domain Names;Domains
42902;domengineering;Domain;Domain Names;Domainnames;Domain Names;Domains
43302;domblackfriday;Domain;Domain Names;Domainnames;Domain Names;Domains
43403;cpanelmono10;Hosting Linux Smart;Website Hosting;Website hosting;Basic Hosting;Hosting
43404;cpanelwhm10;Hosting Reseller Silver;Website Hosting;Website hosting;Basic Hosting;Hosting
43484;hypv3up_hdd120gb;Hard disk 120 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43485;hypv3up_ram8gb;Ram 8 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43486;hypv3up_band12tb;Bandwidth 12 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43487;hypv3up_pleskunl;Plesk Unlimited;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43488;hypv3up_band25tb;Bandwidth 25 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43489;hypv3up_cpu4;4 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43490;hypv3up_hdd240gb;Hard disk 240 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43903;host_ws85_10;Hosting Windows Smart;Website Hosting;Website hosting;Basic Hosting;Hosting
43904;host_ws85_20;Hosting Windows Advanced;Website Hosting;Website hosting;Basic Hosting;Hosting
70501;efree_fee_smart;Mantenimento annuale Sito Web SMART;Consultancy services;Consultancy services;Consultancy services;Other
106041;regdev;Domain;Domain Names;Domainnames;Domain Names;Domains
161841;chgownswiss;Change Ownership;Registry Services;Domain services;Domain Names;Domains
162024;combsh_wpman10;Managed WordPress Business;WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting
84301;email1ox1q15;1 email address 15GB of space;Basic E-mail;Business E-mail;Communication;Applications
87501;design_simply_social;SimplySite - Design Social;Consultancy services;Consultancy services;Consultancy services;Other
91141;domhealth;Domain;Domain Names;Domainnames;Domain Names;Domains
92622;assprem_bulkowner;Cambio assegnatario domini in bulk;Domain services;Domain services;Domain Names;Domains
122661;codi5gb;Conservazione sulla PEC - Upgrade spazio a 5GB;Certified E-mail;Business E-mail;Communication;Applications
122646;codi6gb;Conservazione sulla PEC - Upgrade spazio a 6GB;Certified E-mail;Business E-mail;Communication;Applications
122921;codi7gb;Conservazione sulla PEC - Upgrade spazio a 7GB;Certified E-mail;Business E-mail;Communication;Applications
59821;domschool;Domain;Domain Names;Domainnames;Domain Names;Domains
71581;domblog;Domain;Domain Names;Domainnames;Domain Names;Domains
71721;efree_fee_onepage;Mantenimento annuale Sito Web ONE PAGE;Consultancy services;Consultancy services;Consultancy services;Other
72161;premsupport_1h;1h Assistenza Tecnica Premium;Managed Services;Managed Services;Professional Hosting;Hosting
73801;domchat;Domain;Domain Names;Domainnames;Domain Names;Domains
73802;domgroup;Domain;Domain Names;Domainnames;Domain Names;Domains
75241;regart;regart;Domain Names;Domainnames;Domain Names;Domains
1159;chgownit;Change Ownership;Domain services;Domain services;Domain Names;Domains
1163;chgownjp;Change Ownership;Domain services;Domain services;Domain Names;Domains
1182;chgownlt;Change Ownership;Domain services;Domain services;Domain Names;Domains
290;domcd;Domain;Domain Names;Domainnames;Domain Names;Domains
292;domcg;Domain;Domain Names;Domainnames;Domain Names;Domains
293;domch;Domain;Domain Names;Domainnames;Domain Names;Domains
296;domcl;Domain;Domain Names;Domainnames;Domain Names;Domains
297;domcm;Domain;Domain Names;Domainnames;Domain Names;Domains
298;domcn;Domain;Domain Names;Domainnames;Domain Names;Domains
299;domco;Domain;Domain Names;Domainnames;Domain Names;Domains
300;domcr;Domain;Domain Names;Domainnames;Domain Names;Domains
301;domcu;Domain;Domain Names;Domainnames;Domain Names;Domains
304;domcy;Domain;Domain Names;Domainnames;Domain Names;Domains
305;domcz;Domain;Domain Names;Domainnames;Domain Names;Domains
306;domde;Domain;Domain Names;Domainnames;Domain Names;Domains
308;domdk;Domain;Domain Names;Domainnames;Domain Names;Domains
309;domdm;Domain;Domain Names;Domainnames;Domain Names;Domains
310;domdo;Domain;Domain Names;Domainnames;Domain Names;Domains
312;domec;Domain;Domain Names;Domainnames;Domain Names;Domains
313;domee;Domain;Domain Names;Domainnames;Domain Names;Domains
314;domeg;Domain;Domain Names;Domainnames;Domain Names;Domains
317;domes;Domain;Domain Names;Domainnames;Domain Names;Domains
318;domet;Domain;Domain Names;Domainnames;Domain Names;Domains
319;domeu;Domain;Domain Names;Domainnames;Domain Names;Domains
320;domfi;Domain;Domain Names;Domainnames;Domain Names;Domains
323;domfm;Domain;Domain Names;Domainnames;Domain Names;Domains
325;domfr;Domain;Domain Names;Domainnames;Domain Names;Domains
326;domga;Domain;Domain Names;Domainnames;Domain Names;Domains
328;domge;Domain;Domain Names;Domainnames;Domain Names;Domains
1467;sdommobi;Domain;Domain Names;Domainnames;Domain Names;Domains
1469;sepromo1;Standard Search Engines;Other add-on services;Other add-on services;Other add-on services;Other
1470;sepromo2;Premium  Search Engines;Other add-on services;Other add-on services;Other add-on services;Other
1471;sepromo3;Optimum Search Engines;Other add-on services;Other add-on services;Other add-on services;Other
1473;spamvir1;Antivirus/spam 1 email address;Basic E-mail;Business E-mail;Communication;Applications
1474;spamvir3;Antivirus/spam 3 email addresses;Basic E-mail;Business E-mail;Communication;Applications
1475;spepack1;SPECIAL PACK Trial;Other add-on services;Other add-on services;Other add-on services;Other
1486;sreginfo;Domain;Domain Names;Domainnames;Domain Names;Domains
1487;sregmobi;Domain;Domain Names;Domainnames;Domain Names;Domains
1494;appraisal;Valutazione nome a dominio;Domain services;Domain services;Domain Names;Domains
14183;hypvup_cpu1;1 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
14184;hypvup_hdd40gb;Hard disk 40 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
8422;domcomsa;Domain;Domain Names;Domainnames;Domain Names;Domains
24823;regcenter;Domain;Domain Names;Domainnames;Domain Names;Domains
24825;reguno;Domain;Domain Names;Domainnames;Domain Names;Domains
25521;regeducation;Domain;Domain Names;Domainnames;Domain Names;Domains
26123;regphoto;Domain;Domain Names;Domainnames;Domain Names;Domains
26862;chgcomro;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
26962;domsystems;Domain;Domain Names;Domainnames;Domain Names;Domains
27522;regdance;Domain;Domain Names;Domainnames;Domain Names;Domains
27761;chgclub;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
27762;regvacations;Domain;Domain Names;Domainnames;Domain Names;Domains
39422;domdance;domdance;Domain Names;Domainnames;Domain Names;Domains
39445;domfoundation;Domain;Domain Names;Domainnames;Domain Names;Domains
39765;domblue;Domain;Domain Names;Domainnames;Domain Names;Domains
39766;domred;Domain;Domain Names;Domainnames;Domain Names;Domains
39981;dombest;dombest;Domain Names;Domainnames;Domain Names;Domains
35021;spepack_seo_pro;SEO Adv Professional;Other add-on services;Other add-on services;Other add-on services;Other
35321;domguru;Domain;Domain Names;Domainnames;Domain Names;Domains
35442;domphotography;Domain;Domain Names;Domainnames;Domain Names;Domains
35501;domboutique;domboutique;Domain Names;Domainnames;Domain Names;Domains
35601;domcontractors;Domain;Domain Names;Domainnames;Domain Names;Domains
35602;domequipment;Domain;Domain Names;Domainnames;Domain Names;Domains
35604;dommenu;Domain;Domain Names;Domainnames;Domain Names;Domains
35681;regworld;Domain;Domain Names;Domainnames;Domain Names;Domains
35782;domkitchen;Domain;Domain Names;Domainnames;Domain Names;Domains
50842;deds2up_w2012_std;deds2up_w2012_std;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50901;deds2_dellds30;Server Dell DS 3.0;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50902;deds2up_c_i3_3220;Intel(R) Core i3-3220(R) CPU @ 3.30GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50942;deds2up_plesk_unl;Odin Plesk Web Host Edition (Domini illimitati);Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
50962;domattorney;Domain;Domain Names;Domainnames;Domain Names;Domains
50981;deds2up_raid_c_0;Raid 0;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51021;deds2up_hdd_3s_500;deds2up_hdd_3s_500;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51022;deds2up_ram_ddr3_4;deds2up_ram_ddr3_4;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51063;domsrl;Domain;Domain Names;Domainnames;Domain Names;Domains
51161;dompizza;Domain;Domain Names;Domainnames;Domain Names;Domains
51181;dombusiness;Domain;Domain Names;Domainnames;Domain Names;Domains
51243;regsex;Domain;Domain Names;Domainnames;Domain Names;Domains
51301;deds2up_plesk_30;Odin Plesk Web Pro Edition (30 Domains);Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51341;deds2_dellds66;Server Dell DS 6.6;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51342;deds2up_c_xe5_2640v3;Intel(R) Xeon(R) CPU E5-2640v3@ 2.6GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
51343;deds2up_managed;Servizio Managed Server;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
82381;srvsvc_vlan_5;VLAN Service - 5 Mac Addr;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
55021;dommoney;dommoney;Domain Names;Domainnames;Domain Names;Domains
55101;domnews;domnews;Domain Names;Domainnames;Domain Names;Domains
57441;domonline;Domain;Domain Names;Domainnames;Domain Names;Domains
60221;reggroup;Domain;Domain Names;Domainnames;Domain Names;Domains
63841;chgltd;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
162025;combsh_wpman20;Managed WordPress Digital;WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting
162026;combsh_wpman30;Managed WordPress Premium;WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting
59301;domcafe;domcafe;Domain Names;Domainnames;Domain Names;Domains
59543;regpromo;Domain;Domain Names;Domainnames;Domain Names;Domains
59641;backup_srv_250gb;Backup Server 250GB;Backup and security;Backup and security;Professional Hosting;Hosting
64662;regshop;Domain;Domain Names;Domainnames;Domain Names;Domains
68321;sregde;Domain Express;Domain Names;Domainnames;Domain Names;Domains
68521;sdomnl;Domain Express;Domain Names;Domainnames;Domain Names;Domains
56561;domwedding;Domain;Domain Names;Domainnames;Domain Names;Domains
72441;dompromo;Domain;Domain Names;Domainnames;Domain Names;Domains
73641;domshopping;Domain;Domain Names;Domainnames;Domain Names;Domains
76001;deds2up_sql2016_web;deds2up_sql2016_web;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
83741;duda_10;Simply Site Entry;SiteBuilder;SiteBuilder;Other Applications;Applications
57221;deds2up_ram_ddr4_16;RAM 16 GB DDR4;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
57361;domdesign;Domain;Domain Names;Domainnames;Domain Names;Domains
57362;domvideo;Domain;Domain Names;Domainnames;Domain Names;Domains
129770;dmndmail400;40 caselle di posta da 10 mb (o 400 mb da distribuire);Basic E-mail;Business E-mail;Communication;Applications
